label,hadits
51,Anak lakilakiku lahir kemudian aku membawanya kepada Nabi shallallahu alaihi wasallam Beliau lalu memberinya nama Ibrahim beliau menyuapinya dengan kunyahan kurma dan mendoakannya dengan keberkahan setelah itu menyerahkannya kepadaku
25,Wahai anak kecil apakah kamu mengizinkan aku untuk memberi minuman ini kepada para orang tua Anak kecil itu berkata  aku tidak akan mendahulukan seorangpun daripada diriku karena keutamaanku selain anda wahai Rasulullah
43, Seseorang pada masa hidup Nabi shallallahu alaihi wasallam bila bermimpi biasanya dia menceritakannya kepada Rasulullah shallallahu alaihi wasallam Aku pun berharap bermimpi hingga aku dapat mengisahkannya kepada Rasulullah shallallahu alaihi wasallam Saat itu aku masih remaja Pada suatu hati di zaman Rasulullah shallallahu alaihi wasallam aku tidur di masjid lalu aku bermimpi ada dua malaikat memegangku lalu membawaku ke dalam neraka aku melihat neraka yang teryata ada lubang besar bagaikan lubang sumur atau jurang Neraka memiliki tanduk dan aku melihat di dalamnya ada orangorang yang sebelumnya aku sudah mengenal mereka Karena melihat mereka membuat aku berkata Aku berlindung kepada Allah dari neraka Dia berkata Kemudian kami berjumpa dengan malaikat lain lalu yang berpesan kepadaku Janganlah kamu takut Kemudian aku ceritakan mimpiku itu kepada Hafshah lalu Hafshah menceritakannya kepada Rasulullah shallallahu alaihi wasallam Maka Beliau pun bersabda Sungguh Abdullah bin Umar adalah seorang yang beruntung bahagia bila dia mendirikan shalat malam Setelah peristiwa ini Abdullah bin Umar tidak tidur malam kecuali sedikit
40,Aku kira kalian telah mendengar bahwa Abu Ubaidah telah tiba dengan membawa sesuatu Mereka berkata Benar sekali wahai Rasulullah Maka Beliau bersabda Bergenbiralah dan bercitacitalah dengan apa yang dapat membuat kalian berbahagia Sungguh demi Allah bukanlah kefakiran yang aku khawatirkan dari kalian Akan tetapi yang aku khawatirkan atas kalian adalah bila kalian telah dibukakan harta dunia sebagaimana telah dibukakan kepada orangorang sebelum kalian lalu kalian berlombaloba untuk memperebutkannya sebagaimana mereka berlombalomba memperebutkannya sehingga harta dunia itu membinasakan kalian sebagaimana telah membinasakan mereka
42,Aku mendengar seseorang membaca suatu ayat tapi aku mendengar Nabi shallallahu alaihi wasallam berbeda cara membacanya Maka aku membawa orang itu menemui Nabi shallallahu alaihi wasallam kemudian aku ceritakan masalah itu Namun aku mengetahui ada ketidak sukaan beliau yang tergambar dalam raut wajah beliau Lalu beliau bersabda Cara kalian membaca keduanya benar dan janganlah kalian berselisih karena orangorang sebelum kalian berselisih hingga akhirnya mereka binasa
24,Tidaklah seorang muslimpun yang bercocok tanam atau menanam satu tanaman lalu tanaman itu dimakan oleh burung atau menusia atau hewan melainkan itu menjadi shadaqah baginya
13,Jika seorang wanita isteri berinfaq dari makanan rumahnya dan bukan bermaksud menimbulkan kerusakan maka baginya pahala dan bagi suaminya pahala dari yang diusahakannya dan juga bagi seorang penjaga hartabendahara akan mendapatkan pahala seperti itu
66, dia berkata aku merajamnya dengan sunnah Rasulullah Shallallahualaihiwasallam
13,Pada tanaman yang diairi dengan air hujan mata air atau air tanah maka zakatnya sepersepuluh adapun yang diairi dengan menggunakan tenaga maka zakatnya seperduapuluh Abu Abdullah Al Bukhari berkata Ini adalah tafsiran pertama karena Beliau tidak menentukannya saat waktu pertama kali yakni hadits Ibn Umar Pada setiap tanaman yang diairi dengan hujan adalah sepersepuluh Lalu Beliau menjelaskan hal ini 
14,Allah telah mengikrarkan kesucian kota Makkah maka tidak dihalalkan buat seorang pun sebelum dan tidak dihalalkan pula buat seorangpun susudahku Sesungguhnya pernah dihalalkan buatku sesaat dalam suatu hari Karenanya di Makkah tidak boleh dipotong rumputnya dan tidak boleh ditebang pohonnya dan tidak boleh diburu hewan buruannya dan tidak ditemukan satupun barang temuan kecuali harus dikembalikan kepada yng mengenalnya pemiliknya  Berkata Al Abbas radliallahu anhu Wahai Rasulullah kecuali pohon idzkhir pohon yang harum baunya yang berguna untuk pengerjaan penambangan emas kami dan quburqubur kami Maka Beliau bersabda Ya kecuali pohon idzkhir Dan dari Khalid dari Ikrimah Apakah kamu mengerti yang dimaksud dengan dilarang memburu binatang buruan adalah menyingkirkannya dari tempat berlindung yang dijadikannya tempat bersinggah
56,Tidak ada thiyarah menganggap sial pada sesuatu sehingga tidak jadi beramal dan yang baik adalah al falu Abu Hurairah bertanya Apakah al falu itu wahai Rasulullah beliau menjawab Kalimat yang baik yang di dengar oleh salah seorang dari kalian
72, dahulu kami dalam kejahiliyahan dan keburukan lantas Allah membawa kebaikan ini maka apakah setelah kebaikan ini ada keburukan lagi Nabi menjawab Tentu Saya bertanya Apakah sesudah keburukan itu ada kebaikan lagi Tentu Jawab beliau dan ketika itu ada kotoran kekurangan dan perselisihan Saya bertanya Apa yang anda maksud kotoran kekurangan dan perselisihan itu Nabi menjawab Yaitu sebuah kaum yang menanamkan pedoman bukan dengan pedomanku engkau kenal mereka namun pada saat yang sama engkau juga mengingkarinya Saya bertanya Adakah steelah kebaikan itu ada keburukan Nabi menjawab O iya ketika itu ada penyerupenyeru menuju pintu jahannam siapa yang memenuhi seruan mereka mereka akan menghempaskan orang itu ke pintupintu itu Aku bertanya Ya Rasulullah tolong beritahukanlah kami tentang ciriciri mereka Nabi menjawab Mereka adalah seperti kulit kita ini juga berbicara dengan bahasa kita Saya bertanya Lantas apa yang anda perintahkan kepada kami ketika kami menemui harihari seperti itu Nabi menjawab Hendaklah kamu selalu bersama jamaah muslimin dan imam mereka Aku bertanya kalau tidak ada jamaah muslimin dan imam bagaimana Nabi menjawab hendaklah kau jauhi seluruh firqah kelompokkelompok itu sekalipun kau gigit akarakar pohon hingga kematian merenggutmu kamu harus tetap seperti itu
11,Nabi shallallahu alaihi wasallam memberi khutbah kepada kami pada hari Nahr penyembelihan kurban beliau sabdakan Sesungguhnya yang pertama kali kami lakukan pada hari Raya kami ini adalah shalat Kemudian kami pulang dan melaksanakan penyembelihan kurban Maka barangsiapa mengerjakan seperti itu berarti dia telah memenuhi sunnah kami Dan barangsiapa menyembelih kurban sebelum pelaksanaan shalat Ied maka itu hanyalah daging yang dipersembahkan untuk keluarganya dan tidak sedikitpun mendapatkan pahala ibadah kurban Tibatiba pamanku Abu Burdah bin Niyar berdiri dan berkata Wahai Rasulullah aku telah menyembelih hewan sebelum aku shalat namun aku masih memiliki anak kambing yang lebih baik dari kambing yang telah berumur dua tahun Maka beliau pun bersabda Jadikanlah ia sebagai pengganti dari apa yang telah kamu sembelih sebelum shalat Atau beliau mengatakan Sembelihlah namun hal itu tidak mencukupi oleh orang selainmu
28,Pada suatu hari aku pergi kemudian mendapatkan seorang pengembala kambing sedang mengembalakan ternaknya lalu aku berkata Kamu milik siapa  Dia menjawab Milik seorang dari suku Quraisy Lalu dia menyebutkan namanya yang ternyata aku mengenalnya Lalu aku katakan Apakah kambingmu ini memiliki air susu Dia menjawab Ya ada Aku katakan Apakah kamu mau memeraskan susunya untukku Dia menjawab Ya mau Maka aku memerintahkannya untuk mengambil seekor dari kambingnya yang ada lalu aku suruh dia agar memoleskan sedikit tanah pada putting susu kambingya lalu aku suruh dia untuk menadahkan dengan kedua telapak tangannya Dia berkata Begini caranya Dia merapatkan kedua telapak tangannya satu sama lain lalu diperaslah sedikit dari susunya Dan aku sudah menyiapkan cawan gelas yang diujungnya ada kain lalu aku usapkan pada susu hingga bawah gelas itu terasa dingin lalu aku menghampiri Nabi shallallahu alaihi wasallam lalu aku katakan Minumlah wahai Rasulullah Maka Beliau meminumnya sehingga aku menjadi ridha karenanya
66, dimasa pemerintahan Abu bakar dan diawalawal pemerintahan Umar lantas kami mencambukinya dengan tangan sandal dan pakaian kami hingga ketika diakhirakhir kepemerintahan Umar dia mencambuknya sebanyak empat puluh kali cambukan hingga jika ia masih membangkang dan fasiq Umar mencambuknya delapan puluh kali
19,Kami pernah mendapatkan ghanimah harta rampasan perang bersama Rasulullah shallallahu alaihi wasallam lalu datang kepada kami bangsa blasteran dari penduduk negeri Syam kemudian kami berjual beli dengan cara AsSalaf pada biji gandum padi dan kismis untuk jangka waktu tertentu Dia berkata Aku tanyakan Apakah saat itu mereka memiliki pertanian atau tidak Keduanya menjawab Kami tidak pernah menanyakan hal itu kepada mereka
7,Seandainya ada seseorang mengalami junub dan tidak mendapatkan air selama satu bulan apakah dia bertayamum dan shalat Dan bagaimana pendapatmu dengan ayat ini di dalam Surah Al Maidah ayat 6 Lalu kamu tidak memperaleh air maka bertayammumlah dengan tanah yang baik bersih  Abdullah Seandainya mereka diberi keringanan dalam masalah ini bisa jadi nantinya bila ada seseorang dari mereka yang kedinginan dengan air dia akan bertayamum dengan tanah Syaqiq bertanya Apakah kalian tidak suka masalah ini karena faktor itu Dia menjawab Ya Kemudian Abu Musa berkata Tidakkah kamu pernah mendengar ucapan Ammar kepada Umar Rasulullah shallallahu alaihi wasallam mengutusku dalam suatu urusan aku lalu junub dan tidak mendapatkan air Maka aku pun bergulingguling di atas tanah seperti bergulinggulingnya hewan Kemudian aku ceritakan hal tersebut kepada Nabi shallallahu alaihi wasallam lalu beliau bersabda Sebenarnya cukup buatmu bila kamu melakukan begini Nabi shallallahu alaihi wasallam kemudian memukulkan telapak tangannya ke permukaan tanah dan mengibaskannya lalu mengusap punggung tangan kanannya dengan telapak tangan kirinya atau punggung telapak kirinya dengan telapak tangan kanannya kemudian beliau mengusap wajahnya Abdullah berkata Apakah kamu tidak tahu kalau Umar tidak menerima pendapat Ammar Yala menambahkan dari Al Amasy dari Syaqiq Aku pernah bersama Abdullah dan Abu Musa Abu Musa lalu berkata Tidakkah kamu mendengar perkataan Ammar kepada Umar Sesungguhnya Rasulullah shallallahu alaihi wasallam mengutus aku dan kamu lalu aku mengalami junub dan aku bergulingan di atas tanah Kemudian kita temui Rasulullah shallallahu alaihi wasallam menceritakan hal itu kepada beliau Beliau lalu bersabda Sebenarnya kamu cukup melakukan begini Beliau lalu memukulkan telapak tangannya ke tanah lalu mengusap muka dan kedua telapak tangannya sekali
16,Amma badu sesungguhnya aku bukannya tidak tahu keberadaan kalian semalam Akan tetapi aku takut nanti menjadi diwajibkan atas kalian sehingga kalian menjadi keberatan karenanya
77,Aku mendengar Hisyam bin Hakim membaca surat al Furqaan semasa Rasulullah shallallahu alaihi wasallam masih hidup dan aku menikmati bacaannya Ternyata dia membaca dengan dialek yang berbedabeda yang Rasulullah shallallahu alaihi wasallam belum pernah membacakannya kepadaku sehingga hampir saja aku menarik kepalanya ketika shalat Namun aku berusaha menahan kesabaranku hingga ia mengucapkan salam lantas aku mengikatnya dengan pakaiannya dan aku tanyakan Siapa yang mulamula membacakan surat Al Quran kepadamu yang aku dengar engkau membacanya  Ia menjawab Rasulullah shallallahu alaihi wasallam yang membacakannya kepadaku Aku lalu berkata Engkau dusta sebab rasul membacakan kepadaku tidak seperti yang engkau baca Maka aku bawa Hisyam bin hakim kepada Rasulullah shallallahu alaihi wasallam dan aku laporkan Aku telah mendengar orang ini membaca surat Al Quran tidak dengan dialek seperti yang engkau bacakan kepadaku Kemudian Rasulullah berkata Lepaskan dia bacalah ya Hisyam  Lantas Hisyam membaca bacaan yang sebelumnya aku mendengarnya kemudian Rasulullah shallallahu alaihi wasallam bersabda Begitulah surat itu diturunkan  Lantas Rasulullah shallallahu alaihi wasallam bersabda Bacalah wahai Umar  Aku pun membaca sebagaimana yang beliau bacakan kepadaku dan beliau juga berkomentar Begitulah surat Al Quran diturunkan sesungguhnya surat Al Quran ini diturunkan dengan tujuh dialek maka bacalah apa yang mudah bagimu
41,Zaman masa terus berjalan dari sejak awal penciptaan langit dan bumi Satu tahun ada dua belas bulan diantaranya ada empat bulan haram suci tiga bulan berurutan yaitu Dzul Qadah Dzul Hijjah dan alMuharam serta Rajab yang berada antara Jumadil akhir dan Syaban
54, tamr kurma kering busr kurma muda dan ruthab kurma basah
42,Ada yang bertanya Siapa ini Dijawab Jibril Ditanya lagi Siapa orang yang bersamamu Dijawab Muhammad Ditanya lagi Apakah dia telah diutus Dijawab Benar Setelah aku selesai dari pertanyaan di pintu itu aku mendapatkan Nabi Yahya dan isa alaihimas salam yang keduanya adalah saudara sepupu dari pihak ibu Dia jibril berkata Ini adalah Nabi Yahya dan isa berilah salam kepada keduanya Maka kuberi salam dan keduanya membalas salamku lalu keduanya berkata Selamat datang wahai saudara yang shalih dan Nabi yang shalih
31,Hewan boleh dikendarai jika digadaikan dengan pembayaran tertentu susu hewan juga boleh diminum bila digadaikan dengan pembayaran tertentu dan terhadap orangyang mengendarai dan meminum susunya wajib membayar
55, beliau melarang kami dari memakai cincin emas mengenakan sutera dibaj istabraq kain sejenis sutera qasiy dan misarah yaitu kain yang terbuat dari campuran sutera dan memerintahkan kami untuk mengiringi jenazah menjenguk orang sakit dan menebarkan salam
20,Wahai Rasulullah aku punya dua tetangga kepada siapa dari keduanya yang paling berhak untuk aku beri hadiah Beliau bersabda Kepada yang paling dekat pintu rumahnya darimu
54, kemudian ia diberi air dan meminumnya selebihnya ia gunakan untuk membasuh mukanya wajahnya kedua tangannya perawi juga menyebutkan kepala dan kedua kakinya lalu dia berdiri dan meminum sisa air wudlunya sambil berdiri kemudian dia berkata Sesungguhnya orangorang merasa tidak suka minum sambil berdiri padahal Nabi shallallahu alaihi wasallam pernah melakukan sebagaimana yang aku perbuat saat ini
6,Apakah seorang dari kita harus melaksanakan shalat yang ditinggalkannya bila sudah suci Aisyah menjawab Apakah kamu dari kelompok Khawarij Sungguh kami pernah mengalami haid di sisi Nabi shallallahu alaihi wasallam dan beliau tidak memerintahkan kami untuk itu Atau Aisyah mengatakan Kami tidak melakukannya mengqadla
39,Aku memiliki seekor unta betina berumur satu tahun hasil jatah bagianku dari harta ghanimah perang Badar dan Nabi Shallallahualaihiwasallam juga memberiku seekor unta betina lain dari hak seperlima harta ghanimah Ketika aku hendak menikahi Fathimah binti Rasulullah Shallallahualaiwasallam aku berjanji dengan seorang lakilaki ahli membuat perhiasan dari suku Bani Qainuqa agar pergi bersamaku Kami pergi dengan membawa idzkhir rumput yang harum baunya yang akan aku jual kepada para ahli perhiasan yang hasilnya aku akan gunakan untuk menyelenggarakan walimah perkawinanku Ketika aku mengumpulkan barangbarang untuk kedua untaku berupa beberapa pelana wadah makanan dan tali kedua untaku menderum berdiam di sisi kamar seorang shahabat Anshar aku kembali setelah selesai mengumpulkan barangbarang Ternyata aku dapatkan kedua untaku telah dipotongpotong punuknya dibedah lambungnya dan diambil bagian dalamnya Aku tidak dapat menguasai kedua mataka ketika melihat pemandangan kedua untaku diperlakukan seperti itu Maka aku bertanya Siapa yang melakukan ini Orangorang menjawab Hamzah bin Abdul Muthallib yang melakukannya dan sekarang dia sedang berada di Baitullah bersama para pemabuk dari kalangan orang Anshar Maka aku berangkat hingga aku bertemu dengan Nabi Shallallahualaihiwasallam yang saat itu sedang bersama Zaid bin Haritsah Nabi Shallallahualaihiwasallam dapat mengetahui apa yang aku alami dari wajahku maka Beliau bertanya Ada apa denganmu Aku jawab Wahai Rasulullah aku belum pernah melihat sekalipun kejadian sekejam seperti hari ini Hamzah telah menganiaya kedua untaka ia memotongmotong punuknya dan membedah isi perutnya dan sekarang dia sedang berada di dalam Baitullah bersama para pemabuk Maka Nabi Shallallahualaihiwasallam meminta rida Beliau selendang yang lebar kemudian mengenakannya lalu berangkat dengan berjalan sedangkan aku dan Zaid bin Haritsah mengilkuti Beliau hingga tiba di Baitullah tempat Hamzah berada Beliau meminta izin masuk mereka pun mengizinkannya dan ternyata mereka adalah sekelompok orang yang sedang mabuk Maka Rasulullah Shallallahualaiwasallam langsung mencela Hamzah atas apa yang telah dilakukannya Ternyata Hamzah benarbenar dalam keadaan mabuk kedua matanya merah Hamzah memandangi Rasulullah Shallallahualaiwasallam lalu mengarahkan pandangannya ke atas kemudian memandang ke arah lutut Beliau lalu mengarahkan pandangannya kembali ke atas kemudian memandang pusar Beliau lalu mengarahkan pandangan ke atas lagi kemudian memandang wajah Beliau Kemudian Hamzah berkata Kalian tidak lain kecuali hambahamba sahaya bapakku
22,Apakah dia meninggalkan harta untuk membayar hutangnya Jika diceritakan bahwa jenazah tersebut ada meninggalkan sesuatu untuk melunasi hutangnya maka Beliau menyolatinya jika tidak maka Beliau berkata kepada Kaum Muslimin Shalatilah saudara kalian ini Ketika Allah telah membukakan kemenangan kepada Beliau di berbagai negeri Beliau bersabda Aku lebih utama menjamin untuk orangorang beriman dibanding diri mereka sendiri maka siapa yang mneninggal dunia dari kalangan Kaum Mukminin lalu meninggalkan hutang akulah yang wajib membayarnya dan siapa yang meninggalkan harta maka harta itu untuk pewarisnya
16, Kami pernah beritikaf bersama Nabi shallallahu alaihi wasallam pada sepuluh malam pertengahan dari bulan Ramadhan Kemudian Beliau keluar pada sepuluh malam yang akhir lalu memberikan khuthbah kepada kami dan berkata Sungguh aku diperlihatkan dalam mimpi tentang Lailatul Qadar namun aku lupa atau dilupakan waktunya yang pasti Namun carilah pada sepuluh malammalam akhir dan pada malam yang ganjil Sungguh aku melihat dalam mimpi bahwa aku sujud diatas tanah dan air yang becek Oleh karena itu siapa yang sudah beritikaf bersama Rasulullah shallallahu alaihi wasallam maka pulanglah
2,Allah menjamin orang yang keluar berperang di jalanNya tidak ada yang mendorongnya keluar kecuali karena iman kepadaKu dan membenarkan para rasulKu untuk mengembalikannya dengan memperoleh pahala atau ghonimah atau memasukkannya ke surga Kalau seandainya tidak memberatkan umatku tentu aku tidak akan duduk tinggal diam di belakang sariyyah pasukan khusus dan tentu aku ingin sekali bila aku terbunuh di jalan Allah lalu aku dihidupkan lagi kemudian terbunuh lagi lalu aku dihidupkan kembali kemudian terbunuh lagi
35,Sesungguhnya Nabi shallallahu alaihi wasallam telah tertahan sedangkan waktu shalat sudah masuk apakah engkau bersedia memimpin orangorang untuk shalat berjamaah Dia Abu Bakar menjawab Ya bersedia jika kamu menghendaki Maka Bilal membacakan iqamat lalu Abu Bakar maju untuk memimpin shalat Tak lama kemudian datang Nabi shallallahu alaihi wasallam berjalan di tengahtengan shaf hingga berdiri di shaf pertama Maka orangorang memberi isyarat dengan bertepuk tangan hingga semakin ramai sedangkan Abu Bakar tidak bereaksi dalam shalatnya Ketika orangorang yang memberi tepukan semakin banyak Abu Bakar baru berbalik dan ternyata ada Nabi shallallahu alaihi wasallam di belakangnya lalu Beliau memberi isyarat dengan tangan Beliau untuk memerintahkan Abu Bakar meneruskan shalat seperti semula Maka Abu Bakar mengangkat kedua tangannya lalu memuji Allah dan mensucikanNya kemudian dia mundur hingga masuk di barisan lalu Nabi shallallahu alaihi wasallam maju untuk memimpin shalat berjamaah Setelah selesai Beliau berbalik menghadap jamaah lalu bersabda Wahai sekalian manusia jika kalian mendapatkan sesuatu dalam shalat mengapa kalian melakukannya dengan bertepuk tangan Sesungguhnya bertepuk tangan itu adalah isyarat yang layak dilakukan kaum wanita Maka siapa yang mendapatkan sesuatu yang keliru dalam shalat hendaklah mengucapkan subhaanallah karena tidaklah seseorang mendengar ucapan subhaanallah kecuali dia harus memperhatikannya Dan kamu wahai Abu Bakar apa yang menghalangimu ketika aku sudah memberi isyarat kepadamu agar meneruskannya mengapa kamu tidak melanjutkan shalat bersama orang banyak Maka Abu Bakar menjawab Tidak patut bagi putra Abu Quhafah memimpin shalat di hadapan Nabi shallallahu alaihi wasallam
3,Aku melihat Nabi shallallahu alaihi wasallam di sisi jumrah sedang ditanya Seorang lakilaki bertanya Wahai Rasulullah aku menyembelih hewan sebelum aku melempar Beliau lalu bersabda Melemparlah sekarang dan kau tidak dosa Kemudian datang orang lain dan berkata Wahai Rasulullah aku telah mencukur rambut sebelum aku menyembelih Beliau menjawab Sembelihlah sekarang tidak kau tidak berdosa Dan tidaklah beliau ditanya tentang sesuatu yang dikerjakan lebih dahulu atau sesuatu yang diakhirkan dalam mengerjakannya kecuali menjawab Lakukanlah dan tidak dosa
65,Dahulu ada dua wanita bersama kedua anaknya Seekor serigala datang dan memangsa salah satu dari kedua anak tersebut Wanita pertama mengatakan Serigala itu memangsa anakmu Wanita kedua mengatakan Justeru serigala itu memangsa anakmu bukan anakku Kedua wanita itu terus mengadukan perkaranya kepada Dawud alaihissalam dan Dawud memutuskan bahwa bayi yang masih adalah milik wanita yang tua Kemudian keduanya menemui Sulaiman alaihissalam dan menceritakan kisahnya Sulaiman mengatakan beri aku pisau bayi ini akan kubelah menjadi dua satu untukmu dan satu untukmu  Wanita yang muda berkata jangan kau lakukan kiranya Allah merahmatimu bayi ini miliknya Maka Sulaiman memberikan bayi itu kepada wanita yang muda
68,Hari kiamat tidak terjadi hingga dua kelompok saling membunuh padahal semboyan keduanya satu
77, Anak lakilaki dari anak perempuan Nabi shallallahu alaihi wasallam sakit lantas puteri Nabi mengutus seorang utusan yang inti pesannya agar beliau mendatanginya Hanya nabi berhalangan dan menyampaikan pesan INNAA LILLAAHI MAA AKHDZA WALAHU MAA ATHAA WAKULLUN ILAA AJALIN MUSAMMAA FAL TASHBIR WAL TAHTASHIB Milik Allah sajalah segala yang diambil dan yang diberikan dan segala sesuatu mempunyai batasan waktu tertentu hendaklah engkau bersabar dan mengharapharap ganjaran  Lantas puteri nabi untuk kali kedua mengutus utusannya seraya menyatakan sumpah agar beliau mendatangi Maka Rasulullah Shallallahualaihiwasallam pun berangkat dan aku bersamanya juga Muadz bin Jabal Ubbay bin Kab dan Ubadah bin Shamit Ketika kami masuk Rasulullah Shallallahualaihiwasallam membopong cucunya sedang napasnya sudah tersengalsengal di dadanya seingatku Usamah mengatakan seperti geriba kuno maka Rasulullah Shallallahualaihiwasallam pun menangis sehingga Sad bin Ubadah berkata Mengapa baginda menangis  Nabi menjawab Hanyasanya Allah menyayangi hambaNya yang penyayang
67,Janganlah kalian memasukkan obat ke dalam mulutku Kata Ubaidullah kami mengira bahwa beliau ucapkan karena orang yang sakit memang tidak suka obat Dikala Nabi telah sadar beliau berkata Bukankah kalian telah kularang memasukkan obat ke dalam mulutku  Kata Ubaidullah kami berpendapat bahwa itu pertanda beliau tidak suka obat Lantas Rasulullah shallallahu alaihi wasallam bersabda Tidaklah seorang pun diantara kalian sekarang kecuali mulutnya harus dimasuki obat dan aku sendiri harus menyaksikannya selain Abbas karena ia tidak ikut bersama kalian
34,Aku hidup berkeluarga bersama Rifaah lalu dia menceraikan aku dengan tholaq tiga lalu aku menikah dengan Abdurrahman bin Az Zubair namun dia ternyata lebih mementingkan dirinya sendiri Maka Beliau berkata Apakah kamu mau kembali dengan Rifaah sehingga kamu dapat merasakan kemesraannya dan dia dapat pula merasakan kemesraan darimu Saat itu Abu Bakar sedang duduk di dekat Beliau sedangkan Khalid bin Said bin Al Ash berada di pintu menunggu diizinkan masuk lalu dia berkata Wahai Abu Bakar apakah kamu mendengar apa yang dikatakan perempuan ini di hadapan Nabi shallallahu alaihi wasallam
64,kenapa denganmu Tanya Nabi dia Jawab Aku menyetubuhi istriku di bulan Ramadhan Nabi bertanya mampukah kamu membebaskan seorang budak Tidak  Jawabnya Tanya Nabi Apakah kamu bisa berpuasa dua bulan secara berturutturut Tidak jawabnya Tanya Nabi Apakah kamu bisa memberi makan enam puluh orang miskin Tidak  Jawabnya Nabi bersabda Kalau begitu duduklah Orang itu pun duduk dan Nabi membawakan segantang penuh kurma dan berujar Ambillah kurma ini dan pergunakanlah untuk bersedekah Orang tadi menjawab Apakah kepada orang yang lebih miskin dari kami  Nabi shallallahu alaihi wasallam pun tertawa hingga terlihat gigi serinya dan bersabda berilah makan keluargamu dengannya
36,Kembalilah kepada tuanmu jika mereka suka aku akan bayar untuk pembebasanmu dan perwalianmu menjadi hakku Lalu Barirah menyampaikan hal ini kepada tuannya namun mereka menolaknya seraya berkata Jika dia mau untuk membayarmu silakan tapi perwalian tetap menjadi milik kami Kemudian hal ini disampaikkan oleh Aisyah kepada Rasulullah shallallahu alaihi wasallam maka Beliau bersabda Belilah dia lalu bebaskanlah karena perwalian menjadi hak orang yang membebaskannya
42,Kami pernah bersama Rasulullah shallallahu alaihi wasallam memetik akar pohon alarak biasanya untuk siwak dan saat itu Rasulullah shallallahu alaihi wasallam bersabda Petiklah yang berwarna hitam karena ia yang paling baik Mereka bertanya Apakah baginda dahulu mengembala kambing Beliau menjawab Tidak ada seorang Nabi pun melainkan dia pernah mengembala kambing
48,Telah menceritakan kepadaku Ibrahim bin Al Mundzir Telah menceritakan kepada kami Anas bin Iyadl dari Ubaidullah dari Nafi bahwa Ibnu Umar radliallahu anhuma telah menganbarkan kepadanya bahwasanya Rasulullah shallallahu alaihi wasallam pernah memisahkan seorang lakilaki dan isterinya yang telah dituduhnya berzina Dan beliau juga meminta keduanya untuk bersumpah
74,Kalaulah aku merajam seorang wanita tanpa bukti niscaya kurajam  Ibnu Abbas menjawab tidak justru wanita yang dirajam dengan tanpa bukti ialah jika ia secara terangterangan mengakui perzinahannya
16,Amma badu sesungguhnya aku bukannya tidak tahu keberadaan kalian semalam Akan tetapi aku takut nanti menjadi diwajibkan atas kalian sehingga kalian menjadi keberatan karenanya
49,Wahai Rasulullah sesungguhnya Abu Shufyan adalah seorang lakilaki yang pelit Berdosakah aku bila aku memberi makan keluarga kami dari harta benda miliknya beliau menjawab Tidak Dan kamu mengambilnya secara wajar
64,Siapa yang mau membelinya dariku
26,Aku berperang bersama Nabi shallallahu alaihi wasallam dan Beliau bertanya Bagaimana pendapat kamu tentang unta kamu apakah kamu mau menjualnya kepadaku Aku jawab Ya Maka aku menjualnya kepada Beliau Ketika Beliau tiba di Madinah pagipagi aku temui Beliau dengan membawa unta itu lalu Beliau membayar uangnya kepadaku
75, bahwa pernah ada dua orang lakilaki mengadukan sengketa kepada nabi shallallahu alaihi wasallam
26,Tunggu sampai besok Akhirnya besok paginya Beliau mengelilingi pohonpohon kurma lalu berdoa minta keberkahan pada buahbuahannya Maka aku dapatkan buahbuha kurma itu tumbuh banyak lalu aku berikan untuk membayar hutang kepada mereka dan buahnya masih tersisa untuk kami
59,Saya pernah melihat Rasulullah shallallahu alaihi wasallam tidur terlentang di masjid sambil menumpukan salah satu kakinya di atas kakinya yang lain
2,Tandatanda munafiq ada tiga jika berbicara dusta jika berjanji mengingkari dan jika diberi amanat dia khianat
36,Barirah datang kepadaku seraya berkata Aku telah menetapkan tebusan kepada Tuanku untuk kemerdekaan diriku dengan sembilan Awaq dimana aku harus membayar satu uqiyah dalam setiap tahunnya maka tolonglah aku Aku berkata Jika tuanmu berkehendak aku akan bayar ketetapan tersebut kepada mereka sedangkan perwalianmu menjadi hakku Lalu aku penuhi Kemudian Barirah pergi menemui tuannya dan menyampaikannya kepada mereka namun mereka menolaknya Lalu dia datang setelah menemui mereka sementara Rasulullah shallallahu alaihi wasallam sedang duduk seraya berkata Sungguh aku sudah menawarkan hal itu kepada mereka namun mereka enggan menerimanya kecuali bila perwalian tetap menjadi hak mereka Nabi shallallahu alaihi wasallam mendengar hal ini lalu Aisyah mengabarkan kepada Nabi shallallahu alaihi wasallam maka Beliau berkata Ambillah dia Barirah dan berikan syarat perwalian kepada tuannya bahwa perwalian seorang budak adalah bagi yang memerdekakannya Maka Aisyah radliallahu anha melaksanakan perintah Beliau Kemudian Rasulullah shallallahu alaihi wasallam berdiri di hadapan manusia seraya memuji Allah dan mengagungkanNya kemudian bersabda Bagaimana jadinya orangorang itu mereka membuat persyaratan dengan syaratsyarat yang tidak ada pada Kitab Allah Apapun bentuknya syarat yang tidak sesuai dengan Kitab Allah maka syarat itu batal sekalipun seratus kali persyaratan Ketetapan Allah lebih berhaq untuk ditunaikan dan syarat yang ditetapkan Allah lebih kuat Sesungguhnya perwalian seorang budak adalah milik orang yang memerdekakannya
